date_id,date_complete,jour,mois,trimestre,annee,jour_semaine,est_weekend,saison
20221014,10/14/2022,14,10,4,2022,Vendredi,0,Automne
20221015,10/15/2022,15,10,4,2022,Samedi,1,Automne
20221016,10/16/2022,16,10,4,2022,Dimanche,1,Automne
20221017,10/17/2022,17,10,4,2022,Lundi,0,Automne
20221018,10/18/2022,18,10,4,2022,Mardi,0,Automne
20221019,10/19/2022,19,10,4,2022,Mercredi,0,Automne
20221020,10/20/2022,20,10,4,2022,Jeudi,0,Automne
20221021,10/21/2022,21,10,4,2022,Vendredi,0,Automne
20221022,10/22/2022,22,10,4,2022,Samedi,1,Automne
20221023,10/23/2022,23,10,4,2022,Dimanche,1,Automne
20221024,10/24/2022,24,10,4,2022,Lundi,0,Automne
20221025,10/25/2022,25,10,4,2022,Mardi,0,Automne
20221026,10/26/2022,26,10,4,2022,Mercredi,0,Automne
20221027,10/27/2022,27,10,4,2022,Jeudi,0,Automne
20221028,10/28/2022,28,10,4,2022,Vendredi,0,Automne
20221029,10/29/2022,29,10,4,2022,Samedi,1,Automne
20221030,10/30/2022,30,10,4,2022,Dimanche,1,Automne
20221031,10/31/2022,31,10,4,2022,Lundi,0,Automne
20221101,11/1/2022,1,11,4,2022,Mardi,0,Automne
20221102,2/11/2022,2,11,4,2022,Mercredi,0,Automne
20221103,11/3/2022,3,11,4,2022,Jeudi,0,Automne
20221104,11/4/2022,4,11,4,2022,Vendredi,0,Automne
20221105,11/5/2022,5,11,4,2022,Samedi,1,Automne
20221106,11/6/2022,6,11,4,2022,Dimanche,1,Automne
20221107,11/7/2022,7,11,4,2022,Lundi,0,Automne
20221108,11/8/2022,8,11,4,2022,Mardi,0,Automne
20221109,11/9/2022,9,11,4,2022,Mercredi,0,Automne
20221110,11/10/2022,10,11,4,2022,Jeudi,0,Automne
20221111,11/11/2022,11,11,4,2022,Vendredi,0,Automne
20221112,11/12/2022,12,11,4,2022,Samedi,1,Automne
20221113,11/13/2022,13,11,4,2022,Dimanche,1,Automne
20221114,11/14/2022,14,11,4,2022,Lundi,0,Automne
20221115,11/15/2022,15,11,4,2022,Mardi,0,Automne
20221116,11/16/2022,16,11,4,2022,Mercredi,0,Automne
20221117,11/17/2022,17,11,4,2022,Jeudi,0,Automne
20221118,11/18/2022,18,11,4,2022,Vendredi,0,Automne
20221119,11/19/2022,19,11,4,2022,Samedi,1,Automne
20221120,11/20/2022,20,11,4,2022,Dimanche,1,Automne
20221121,11/21/2022,21,11,4,2022,Lundi,0,Automne
20221122,11/22/2022,22,11,4,2022,Mardi,0,Automne
20221123,11/23/2022,23,11,4,2022,Mercredi,0,Automne
20221124,11/24/2022,24,11,4,2022,Jeudi,0,Automne
20221125,11/25/2022,25,11,4,2022,Vendredi,0,Automne
20221126,11/26/2022,26,11,4,2022,Samedi,1,Automne
20221127,11/27/2022,27,11,4,2022,Dimanche,1,Automne
20221128,11/28/2022,28,11,4,2022,Lundi,0,Automne
20221129,11/29/2022,29,11,4,2022,Mardi,0,Automne
20221130,11/30/2022,30,11,4,2022,Mercredi,0,Automne
20221201,12/1/2022,1,12,4,2022,Jeudi,0,
20221202,12/2/2022,2,12,4,2022,Vendredi,0,Hiver
20221203,12/3/2022,3,12,4,2022,Samedi,1,Hiver
20221204,12/4/2022,4,12,4,2022,Dimanche,1,Hiver
20221205,12/5/2022,5,12,4,2022,Lundi,0,
20221206,12/6/2022,6,12,4,2022,Mardi,0,Hiver
20221207,12/7/2022,7,12,4,2022,Mercredi,0,Hiver
20221208,12/8/2022,8,12,4,2022,Jeudi,0,Hiver
20221209,12/9/2022,9,12,4,2022,Vendredi,0,Hiver
20221210,12/10/2022,10,12,4,2022,Samedi,1,Hiver
20221211,12/11/2022,11,12,4,2022,Dimanche,1,Hiver
20221212,12/12/2022,12,12,4,2022,Lundi,0,Hiver
20221213,12/13/2022,13,12,4,2022,Mardi,0,Hiver
20221214,12/14/2022,14,12,4,2022,Mercredi,0,Hiver
20221215,12/15/2022,15,12,4,2022,Jeudi,0,Hiver
20221216,12/16/2022,16,12,4,2022,Vendredi,0,Hiver
20221217,12/17/2022,17,12,4,2022,Samedi,1,Hiver
20221218,12/18/2022,18,12,4,2022,Dimanche,1,Hiver
20221219,12/19/2022,19,12,4,2022,Lundi,0,Hiver
20221220,12/20/2022,20,12,4,2022,Mardi,0,Hiver
20221221,12/21/2022,21,12,4,2022,Mercredi,0,Hiver
20221222,12/22/2022,22,12,4,2022,Jeudi,0,Hiver
20221223,12/23/2022,23,12,4,2022,Vendredi,0,Hiver
20221224,12/24/2022,24,12,4,2022,Samedi,1,
20221225,12/25/2022,25,12,4,2022,Dimanche,1,Hiver
20221226,12/26/2022,26,12,4,2022,Lundi,0,Hiver
20221227,12/27/2022,27,12,4,2022,Mardi,0,Hiver
20221228,12/28/2022,28,12,4,2022,Mercredi,0,Hiver
20221229,12/29/2022,29,12,4,2022,Jeudi,0,Hiver
20221230,12/30/2022,30,12,4,2022,Vendredi,0,Hiver
20221231,12/31/2022,31,12,4,2022,Samedi,1,Hiver
20230101,1/1/2023,1,1,1,2023,Dimanche,1,Hiver
20230102,1/2/2023,2,1,1,2023,Lundi,0,Hiver
20230103,1/3/2023,3,1,1,2023,Mardi,0,Hiver
20230104,1/4/2023,4,1,1,2023,Mercredi,0,Hiver
20230105,1/5/2023,5,1,1,2023,Jeudi,0,Hiver
20230106,1/6/2023,6,1,1,2023,Vendredi,0,Hiver
20230107,1/7/2023,7,1,1,2023,Samedi,1,Hiver
20230108,1/8/2023,8,1,1,2023,Dimanche,1,Hiver
20230109,1/9/2023,9,1,1,2023,Lundi,0,Hiver
20230110,1/10/2023,10,1,1,2023,Mardi,0,Hiver
20230111,1/11/2023,11,1,1,2023,Mercredi,0,Hiver
20230112,1/12/2023,12,1,1,2023,Jeudi,0,Hiver
20230113,1/13/2023,13,1,1,2023,Vendredi,0,Hiver
20230114,1/14/2023,14,1,1,2023,Samedi,1,Hiver
20230115,1/15/2023,15,1,1,2023,Dimanche,1,Hiver
20230116,1/16/2023,16,1,1,2023,Lundi,0,
20230117,1/17/2023,17,1,1,2023,Mardi,0,Hiver
20230118,1/18/2023,18,1,1,2023,Mercredi,0,Hiver
20230119,1/19/2023,19,1,1,2023,Jeudi,0,Hiver
20230120,1/20/2023,20,1,1,2023,Vendredi,0,Hiver
20230121,1/21/2023,21,1,1,2023,Samedi,1,Hiver
20230122,1/22/2023,22,1,1,2023,Dimanche,1,Hiver
20230123,23/01/2023,23,1,1,2023,Lundi,0,Hiver
20230124,1/24/2023,24,1,1,2023,Mardi,0,Hiver
20230125,1/25/2023,25,1,1,2023,Mercredi,0,Hiver
20230126,1/26/2023,26,1,1,2023,Jeudi,0,Hiver
20230127,1/27/2023,27,1,1,2023,Vendredi,0,Hiver
20230128,28/01/2023,28,1,1,2023,Samedi,1,Hiver
20230129,1/29/2023,29,1,1,2023,Dimanche,1,Hiver
20230130,1/30/2023,30,1,1,2023,Lundi,0,Hiver
20230131,1/31/2023,31,1,1,2023,Mardi,0,Hiver
20230201,2/1/2023,1,2,1,2023,Mercredi,0,Hiver
20230202,2/2/2023,2,2,1,2023,Jeudi,0,Hiver
20230203,2/3/2023,3,2,1,2023,Vendredi,0,Hiver
20230204,2/4/2023,4,2,1,2023,Samedi,1,Hiver
20230205,2/5/2023,5,2,1,2023,Dimanche,1,Hiver
20230206,2/6/2023,6,2,1,2023,Lundi,0,Hiver
20230207,2/7/2023,7,2,1,2023,Mardi,0,Hiver
20230208,2/8/2023,8,2,1,2023,Mercredi,0,Hiver
20230209,2/9/2023,9,2,1,2023,Jeudi,0,Hiver
20230210,2/10/2023,10,2,1,2023,Vendredi,0,Hiver
20230211,2/11/2023,11,2,1,2023,Samedi,1,Hiver
20230212,2/12/2023,12,2,1,2023,Dimanche,1,Hiver
20230213,2/13/2023,13,2,1,2023,Lundi,0,Hiver
20230214,2/14/2023,14,2,1,2023,Mardi,0,Hiver
20230215,2/15/2023,15,2,1,2023,Mercredi,0,Hiver
20230216,2/16/2023,16,2,1,2023,Jeudi,0,Hiver
20230217,2/17/2023,17,2,1,2023,Vendredi,0,Hiver
20230218,2/18/2023,18,2,1,2023,Samedi,1,Hiver
20230219,2/19/2023,19,2,1,2023,Dimanche,1,Hiver
20230220,2/20/2023,20,2,1,2023,Lundi,0,
20230221,2/21/2023,21,2,1,2023,Mardi,0,Hiver
20230222,2/22/2023,22,2,1,2023,Mercredi,0,Hiver
20230223,2/23/2023,23,2,1,2023,Jeudi,0,
20230224,2/24/2023,24,2,1,2023,Vendredi,0,Hiver
20230225,2/25/2023,25,2,1,2023,Samedi,1,Hiver
20230226,2/26/2023,26,2,1,2023,Dimanche,1,Hiver
20230227,2/27/2023,27,2,1,2023,Lundi,0,Hiver
20230228,2/28/2023,28,2,1,2023,Mardi,0,Hiver
20230301,3/1/2023,1,3,1,2023,Mercredi,0,Printemps
20230302,3/2/2023,2,3,1,2023,Jeudi,0,Printemps
20230303,3/3/2023,3,3,1,2023,Vendredi,0,Printemps
20230304,3/4/2023,4,3,1,2023,Samedi,1,Printemps
20230305,3/5/2023,5,3,1,2023,Dimanche,1,Printemps
20230306,3/6/2023,6,3,1,2023,Lundi,0,Printemps
20230307,3/7/2023,7,3,1,2023,Mardi,0,Printemps
20230308,3/8/2023,8,3,1,2023,Mercredi,0,Printemps
20230309,3/9/2023,9,3,1,2023,Jeudi,0,Printemps
20230310,10/3/2023,10,3,1,2023,Vendredi,0,Printemps
20230311,11/3/2023,11,3,1,2023,Samedi,1,Printemps
20230312,3/12/2023,12,3,1,2023,Dimanche,1,Printemps
20230313,3/13/2023,13,3,1,2023,Lundi,0,Printemps
